SIP	DIP	SPORT	DPORT	PROTO	TGH	AVG	MAX	TOTAL	WIRE	#PKTS	FIRST	LAST	INTERARRIVAL	DUR
252.103.120.48	133.136.250.44	58210	80	6	0	0	254	757	1201	8	2018-09-22 17:07:02.505145	2018-09-22 17:07:10.068569	1079	7563
133.136.250.44	252.103.120.48	80	58210	6	0	0	2214	3257	3485	4	2018-09-22 17:07:02.505349	2018-09-22 17:07:04.106846	533	1601
252.103.120.22	133.136.253.241	49864	53	17	0	0	35	35	77	1	2018-09-22 17:07:30.354189	2018-09-22 17:07:30.354189	0	0
133.136.253.241	252.103.120.22	53	49864	17	0	0	115	115	157	1	2018-09-22 17:07:30.354558	2018-09-22 17:07:30.354558	0	0
252.103.119.175	252.103.119.185	53832	139	6	0	0	244	1990	3310	24	2018-09-22 17:09:03.703856	2018-09-22 17:09:13.825669	439	10121
252.103.119.185	252.103.119.175	139	53832	6	0	0	255	1880	2984	20	2018-09-22 17:09:03.704434	2018-09-22 17:09:13.824937	532	10120
252.103.119.175	252.103.119.185	53833	139	6	0	0	220	1958	3386	26	2018-09-22 17:09:03.718445	2018-09-22 17:09:13.828522	404	10110
252.103.119.185	252.103.119.175	139	53833	6	0	0	366	2238	3450	22	2018-09-22 17:09:03.718984	2018-09-22 17:09:13.827824	481	10108
252.103.119.185	133.136.250.44	63611	80	6	0	0	254	757	1201	8	2018-09-22 17:10:39.778472	2018-09-22 17:10:47.266380	1069	7487
133.136.250.44	252.103.119.185	80	63611	6	0	0	2214	3257	3485	4	2018-09-22 17:10:39.778849	2018-09-22 17:10:41.408946	543	1630
252.103.120.30	133.136.250.44	54230	80	6	0	0	254	757	1201	8	2018-09-22 17:11:26.912179	2018-09-22 17:11:34.334133	1059	7421
133.136.250.44	252.103.120.30	80	54230	6	0	0	2214	3257	3485	4	2018-09-22 17:11:26.917305	2018-09-22 17:11:28.486353	522	1569
252.103.120.7	133.136.250.44	64399	80	6	0	0	254	757	1201	8	2018-09-22 17:15:21.455367	2018-09-22 17:15:35.007089	1935	13551
133.136.250.44	252.103.120.7	80	64399	6	0	0	2214	3257	3485	4	2018-09-22 17:15:21.455594	2018-09-22 17:15:24.572717	1038	3117
252.103.119.175	133.136.250.44	53834	80	6	0	0	254	757	1201	8	2018-09-22 17:15:51.224464	2018-09-22 17:15:58.691860	1066	7467
133.136.250.44	252.103.119.175	80	53834	6	0	0	2214	3257	3485	4	2018-09-22 17:15:51.224779	2018-09-22 17:15:52.844107	539	1619
252.103.120.22	133.136.250.44	55540	80	6	0	0	254	757	1201	8	2018-09-22 17:20:24.652600	2018-09-22 17:20:32.137785	1068	7485
133.136.250.44	252.103.120.22	80	55540	6	0	0	2214	3257	3485	4	2018-09-22 17:20:24.652882	2018-09-22 17:20:26.275243	540	1622
252.103.119.175	252.103.119.185	53835	139	6	0	0	244	1990	3310	24	2018-09-22 17:21:03.743957	2018-09-22 17:21:13.831190	438	10087
252.103.119.185	252.103.119.175	139	53835	6	0	0	255	1880	2984	20	2018-09-22 17:21:03.744488	2018-09-22 17:21:13.830431	530	10085
252.103.119.175	252.103.119.185	53836	139	6	0	0	220	1958	3386	26	2018-09-22 17:21:03.758704	2018-09-22 17:21:13.834089	402	10075
252.103.119.185	252.103.119.175	139	53836	6	0	0	366	2238	3450	22	2018-09-22 17:21:03.759247	2018-09-22 17:21:13.833425	479	10074
252.103.120.30	133.136.253.74	54233	889	6	0	0	1623	3453	3843	7	2018-09-22 17:22:45.021036	2018-09-22 17:25:15.616183	25098	150595
133.136.253.74	252.103.120.30	889	54233	6	0	0	1322	4454	5330	16	2018-09-22 17:22:45.021484	2018-09-22 17:26:39.086889	15603	234065
252.103.120.20	133.136.250.44	49269	80	6	0	0	254	757	1201	8	2018-09-22 17:24:12.744350	2018-09-22 17:24:20.189095	1063	7444
133.136.250.44	252.103.120.20	80	49269	6	0	0	2214	3257	3485	4	2018-09-22 17:24:12.744853	2018-09-22 17:24:14.329418	528	1584
252.103.120.7	133.136.253.74	64402	889	6	0	0	1623	3453	3843	7	2018-09-22 17:25:00.053329	2018-09-22 17:27:30.645964	25098	150592
133.136.253.74	252.103.120.7	889	64402	6	0	0	1322	4454	5330	16	2018-09-22 17:25:00.053610	2018-09-22 17:28:54.062743	15600	234009
252.103.119.185	133.136.253.74	63613	889	6	0	0	190	190	526	6	2018-09-22 17:25:42.128664	2018-09-22 17:25:42.212306	16	83
133.136.253.74	252.103.119.185	889	63613	6	0	0	240	242	524	5	2018-09-22 17:25:42.129141	2018-09-22 17:25:42.210975	20	81
252.103.120.30	133.136.253.74	54235	889	6	0	0	276	276	612	6	2018-09-22 17:26:29.362081	2018-09-22 17:26:29.395235	6	33
133.136.253.74	252.103.120.30	889	54235	6	0	0	240	244	526	5	2018-09-22 17:26:29.362562	2018-09-22 17:26:29.394330	7	31
252.103.120.48	133.136.250.44	58229	80	6	0	0	254	757	1201	8	2018-09-22 17:27:02.491571	2018-09-22 17:27:10.049626	1079	7558
133.136.250.44	252.103.120.48	80	58229	6	0	0	2214	3257	3485	4	2018-09-22 17:27:02.491808	2018-09-22 17:27:04.095169	533	1603
252.103.120.7	133.136.253.241	54033	53	17	0	0	37	37	79	1	2018-09-22 17:30:23.488605	2018-09-22 17:30:23.488605	0	0
133.136.253.241	252.103.120.7	53	54033	17	0	0	268	268	310	1	2018-09-22 17:30:23.489039	2018-09-22 17:30:23.489039	0	0
252.103.120.7	133.136.253.74	64406	889	6	0	0	190	190	526	6	2018-09-22 17:30:23.490364	2018-09-22 17:30:23.531902	8	41
133.136.253.74	252.103.120.7	889	64406	6	0	0	240	242	524	5	2018-09-22 17:30:23.490750	2018-09-22 17:30:23.531172	10	40
252.103.119.185	133.136.250.44	63617	80	6	0	0	254	757	1201	8	2018-09-22 17:30:39.782747	2018-09-22 17:30:47.208922	1060	7426
133.136.250.44	252.103.119.185	80	63617	6	0	0	2214	3257	3485	4	2018-09-22 17:30:39.783042	2018-09-22 17:30:41.361190	525	1578
252.103.119.175	133.136.253.74	53838	889	6	0	0	276	276	612	6	2018-09-22 17:30:53.059509	2018-09-22 17:30:53.082139	4	22
133.136.253.74	252.103.119.175	889	53838	6	0	0	240	244	526	5	2018-09-22 17:30:53.059903	2018-09-22 17:30:53.081517	4	21
252.103.120.30	133.136.250.44	54239	80	6	0	0	254	757	1201	8	2018-09-22 17:31:26.904191	2018-09-22 17:31:34.388572	1068	7484
133.136.250.44	252.103.120.30	80	54239	6	0	0	2214	3257	3485	4	2018-09-22 17:31:26.904729	2018-09-22 17:31:28.540697	544	1635
252.103.119.175	252.103.119.185	53842	139	6	0	0	244	1990	3310	24	2018-09-22 17:33:03.777005	2018-09-22 17:33:13.836345	437	10059
252.103.119.185	252.103.119.175	139	53842	6	0	0	255	1880	2984	20	2018-09-22 17:33:03.777574	2018-09-22 17:33:13.835594	529	10058
252.103.119.175	252.103.119.185	53843	139	6	0	0	220	1958	3386	26	2018-09-22 17:33:03.791947	2018-09-22 17:33:13.839100	401	10047
252.103.119.185	252.103.119.175	139	53843	6	0	0	366	2238	3450	22	2018-09-22 17:33:03.792518	2018-09-22 17:33:13.838470	478	10045
252.103.120.7	133.136.253.241	60370	53	17	0	0	43	43	85	1	2018-09-22 17:35:21.481259	2018-09-22 17:35:21.481259	0	0
133.136.253.241	252.103.120.7	53	60370	17	0	0	260	260	302	1	2018-09-22 17:35:21.481689	2018-09-22 17:35:21.481689	0	0
252.103.120.7	133.136.250.44	64410	80	6	0	0	254	757	1201	8	2018-09-22 17:35:21.486415	2018-09-22 17:35:35.015657	1932	13529
133.136.250.44	252.103.120.7	80	64410	6	0	0	2214	3257	3485	4	2018-09-22 17:35:21.486682	2018-09-22 17:35:24.581740	1031	3095
252.103.120.22	133.136.253.74	55548	889	6	0	0	190	190	526	6	2018-09-22 17:35:27.333197	2018-09-22 17:35:27.356316	4	23
133.136.253.74	252.103.120.22	889	55548	6	0	0	240	242	524	5	2018-09-22 17:35:27.333668	2018-09-22 17:35:27.355431	5	21
252.103.119.175	133.136.250.44	53844	80	6	0	0	254	757	1201	8	2018-09-22 17:35:51.288739	2018-09-22 17:35:58.710961	1059	7422
133.136.250.44	252.103.119.175	80	53844	6	0	0	2214	3257	3485	4	2018-09-22 17:35:51.289142	2018-09-22 17:35:52.878957	529	1589
252.103.120.20	133.136.253.74	49336	889	6	0	0	276	276	612	6	2018-09-22 17:39:13.785179	2018-09-22 17:39:13.827303	8	42
133.136.253.74	252.103.120.20	889	49336	6	0	0	240	244	526	5	2018-09-22 17:39:13.785651	2018-09-22 17:39:13.826722	10	41
252.103.120.22	133.136.250.44	55552	80	6	0	0	254	757	1201	8	2018-09-22 17:40:24.689782	2018-09-22 17:40:32.146831	1064	7457
133.136.250.44	252.103.120.22	80	55552	6	0	0	2214	3257	3485	4	2018-09-22 17:40:24.690027	2018-09-22 17:40:26.272739	527	1582
252.103.120.48	133.136.253.74	58236	889	6	0	0	276	276	612	6	2018-09-22 17:42:05.885553	2018-09-22 17:42:05.925785	7	40
133.136.253.74	252.103.120.48	889	58236	6	0	0	240	244	526	5	2018-09-22 17:42:05.886027	2018-09-22 17:42:05.925211	9	39
252.103.119.185	133.136.253.241	57360	53	17	0	0	35	35	77	1	2018-09-22 17:42:52.677296	2018-09-22 17:42:52.677296	0	0
133.136.253.241	252.103.119.185	53	57360	17	0	0	115	115	157	1	2018-09-22 17:42:52.677724	2018-09-22 17:42:52.677724	0	0
252.103.120.20	133.136.250.44	49361	80	6	0	0	254	757	1201	8	2018-09-22 17:44:12.817817	2018-09-22 17:44:20.121695	1043	7303
133.136.250.44	252.103.120.20	80	49361	6	0	0	2214	3257	3485	4	2018-09-22 17:44:12.818382	2018-09-22 17:44:14.368906	516	1550
252.103.119.175	252.103.119.185	53845	139	6	0	0	244	1990	3310	24	2018-09-22 17:45:03.813504	2018-09-22 17:45:19.831909	696	16018
252.103.119.185	252.103.119.175	139	53845	6	0	0	255	1880	2984	20	2018-09-22 17:45:03.814022	2018-09-22 17:45:19.831173	842	16017
252.103.119.175	252.103.119.185	53846	139	6	0	0	220	1958	3386	26	2018-09-22 17:45:03.828145	2018-09-22 17:45:19.834725	640	16006
252.103.119.185	252.103.119.175	139	53846	6	0	0	366	2238	3450	22	2018-09-22 17:45:03.828683	2018-09-22 17:45:19.834085	761	16005
252.103.120.48	133.136.253.241	61182	53	17	0	0	35	35	77	1	2018-09-22 17:45:33.986436	2018-09-22 17:45:33.986436	0	0
133.136.253.241	252.103.120.48	53	61182	17	0	0	115	115	157	1	2018-09-22 17:45:33.986797	2018-09-22 17:45:33.986797	0	0
252.103.120.48	133.136.250.44	58239	80	6	0	0	254	757	1201	8	2018-09-22 17:47:02.462279	2018-09-22 17:47:10.030239	1080	7567
133.136.250.44	252.103.120.48	80	58239	6	0	0	2214	3257	3485	4	2018-09-22 17:47:02.462580	2018-09-22 17:47:04.076760	537	1614
252.103.120.30	133.136.253.74	54244	889	6	0	0	1623	3453	3843	7	2018-09-22 17:47:18.438226	2018-09-22 17:49:49.031171	25098	150592
133.136.253.74	252.103.120.30	889	54244	6	0	0	1322	4454	5330	16	2018-09-22 17:47:18.438632	2018-09-22 17:51:10.573312	15475	232134
252.103.120.7	133.136.253.74	64427	889	6	0	0	1623	3453	3843	7	2018-09-22 17:47:56.626347	2018-09-22 17:50:27.186295	25093	150559
133.136.253.74	252.103.120.7	889	64427	6	0	0	1322	4454	5330	16	2018-09-22 17:47:56.626829	2018-09-22 17:51:48.589347	15463	231962
252.103.120.30	133.136.253.74	54245	889	6	0	0	1623	3453	3843	7	2018-09-22 17:48:13.257979	2018-09-22 17:50:43.850023	25098	150592
133.136.253.74	252.103.120.30	889	54245	6	0	0	1322	4454	5330	16	2018-09-22 17:48:13.258466	2018-09-22 17:52:05.613313	15489	232354
252.103.120.30	133.136.253.241	54960	53	17	0	0	35	35	77	1	2018-09-22 17:49:28.115205	2018-09-22 17:49:28.115205	0	0
133.136.253.241	252.103.120.30	53	54960	17	0	0	115	115	157	1	2018-09-22 17:49:28.115595	2018-09-22 17:49:28.115595	0	0
252.103.120.20	133.136.253.241	51760	53	17	0	0	35	35	77	1	2018-09-22 17:50:01.874905	2018-09-22 17:50:01.874905	0	0
133.136.253.241	252.103.120.20	53	51760	17	0	0	115	115	157	1	2018-09-22 17:50:01.875201	2018-09-22 17:50:01.875201	0	0
252.103.119.185	133.136.250.44	63618	80	6	0	0	254	757	1201	8	2018-09-22 17:50:39.773209	2018-09-22 17:50:47.229419	1064	7456
133.136.250.44	252.103.119.185	80	63618	6	0	0	2214	3257	3485	4	2018-09-22 17:50:39.773459	2018-09-22 17:50:41.381892	535	1608
252.103.120.30	133.136.250.44	54246	80	6	0	0	254	757	1201	8	2018-09-22 17:51:26.936999	2018-09-22 17:51:34.380251	1062	7443
133.136.250.44	252.103.120.30	80	54246	6	0	0	2214	3257	3485	4	2018-09-22 17:51:26.937286	2018-09-22 17:51:28.517838	526	1580
252.103.120.7	133.136.250.44	64430	80	6	0	0	254	757	1201	8	2018-09-22 17:55:21.482317	2018-09-22 17:55:35.103408	1945	13621
133.136.250.44	252.103.120.7	80	64430	6	0	0	2214	3257	3485	4	2018-09-22 17:55:21.482512	2018-09-22 17:55:24.670660	1062	3188
252.103.119.175	133.136.250.44	53847	80	6	0	0	254	757	1201	8	2018-09-22 17:55:51.227613	2018-09-22 17:55:58.636474	1057	7408
133.136.250.44	252.103.119.175	80	53847	6	0	0	2214	3257	3485	4	2018-09-22 17:55:51.227871	2018-09-22 17:55:52.806175	525	1578
252.103.119.175	252.103.119.185	53848	139	6	0	0	244	1990	3310	24	2018-09-22 17:57:03.849880	2018-09-22 17:57:19.837344	694	15987
252.103.119.185	252.103.119.175	139	53848	6	0	0	255	1880	2984	20	2018-09-22 17:57:03.850405	2018-09-22 17:57:19.836565	841	15986
252.103.119.175	252.103.119.185	53849	139	6	0	0	220	1958	3386	26	2018-09-22 17:57:03.864371	2018-09-22 17:57:19.840153	638	15975
252.103.119.185	252.103.119.175	139	53849	6	0	0	366	2238	3450	22	2018-09-22 17:57:03.864902	2018-09-22 17:57:19.839510	760	15974
252.103.120.7	133.136.253.241	54121	53	17	0	0	35	35	77	1	2018-09-22 17:57:22.247421	2018-09-22 17:57:22.247421	0	0
133.136.253.241	252.103.120.7	53	54121	17	0	0	115	115	157	1	2018-09-22 17:57:22.247819	2018-09-22 17:57:22.247819	0	0
252.103.120.22	133.136.250.44	55557	80	6	0	0	257	1270	3118	34	2018-09-22 18:00:24.702389	2018-09-22 18:00:53.623351	875	28920
133.136.250.44	252.103.120.22	80	55557	6	0	0	2214	62384	64772	44	2018-09-22 18:00:24.702624	2018-09-22 18:00:38.066390	310	13363
252.103.120.20	133.136.250.44	49461	80	6	0	0	257	1270	3010	32	2018-09-22 18:04:12.807431	2018-09-22 18:04:42.322860	951	29515
133.136.250.44	252.103.120.20	80	49461	6	0	0	2214	68599	71203	48	2018-09-22 18:04:12.807724	2018-09-22 18:04:26.478436	290	13670
252.103.120.48	133.136.250.44	58256	80	6	0	0	257	1270	3118	34	2018-09-22 18:07:02.494549	2018-09-22 18:07:55.393245	1602	52898
133.136.250.44	252.103.120.48	80	58256	6	0	0	2214	68599	71203	48	2018-09-22 18:07:02.494765	2018-09-22 18:07:31.880616	625	29385
252.103.119.175	133.136.253.241	55256	53	17	0	0	42	42	84	1	2018-09-22 18:08:26.815946	2018-09-22 18:08:26.815946	0	0
133.136.253.241	252.103.119.175	53	55256	17	0	0	299	299	341	1	2018-09-22 18:08:26.816451	2018-09-22 18:08:26.816451	0	0
252.103.119.175	252.103.119.185	53852	139	6	0	0	244	1990	3310	24	2018-09-22 18:09:03.886567	2018-09-22 18:09:19.827116	692	15940
252.103.119.185	252.103.119.175	139	53852	6	0	0	255	1880	2984	20	2018-09-22 18:09:03.887109	2018-09-22 18:09:19.826361	838	15939
252.103.119.175	252.103.119.185	53853	139	6	0	0	220	1958	3386	26	2018-09-22 18:09:03.900707	2018-09-22 18:09:19.830082	636	15929
252.103.119.185	252.103.119.175	139	53853	6	0	0	366	2238	3450	22	2018-09-22 18:09:03.901274	2018-09-22 18:09:19.829369	758	15928
252.103.120.22	133.136.253.241	59159	53	17	0	0	35	35	77	1	2018-09-22 18:09:18.731710	2018-09-22 18:09:18.731710	0	0
133.136.253.241	252.103.120.22	53	59159	17	0	0	115	115	157	1	2018-09-22 18:09:18.732097	2018-09-22 18:09:18.732097	0	0
252.103.119.185	133.136.250.44	63619	80	6	0	0	257	1270	3118	34	2018-09-22 18:10:39.812371	2018-09-22 18:11:09.263444	891	29451
133.136.250.44	252.103.119.185	80	63619	6	0	0	2214	62384	64772	44	2018-09-22 18:10:39.812938	2018-09-22 18:10:53.379993	315	13567
252.103.120.30	133.136.250.44	54251	80	6	0	0	257	1270	3118	34	2018-09-22 18:11:26.920901	2018-09-22 18:11:56.370074	891	29449
133.136.250.44	252.103.120.30	80	54251	6	0	0	2214	68599	71203	48	2018-09-22 18:11:26.921139	2018-09-22 18:11:41.014241	299	14093
252.103.119.175	133.136.253.241	51043	53	17	0	0	35	35	77	1	2018-09-22 18:11:31.288910	2018-09-22 18:11:31.288910	0	0
133.136.253.241	252.103.119.175	53	51043	17	0	0	115	115	157	1	2018-09-22 18:11:31.289316	2018-09-22 18:11:31.289316	0	0
252.103.120.7	133.136.250.44	64433	80	6	0	0	257	1270	3118	34	2018-09-22 18:15:21.512479	2018-09-22 18:15:57.173012	1080	35660
133.136.250.44	252.103.120.7	80	64433	6	0	0	2214	74814	77634	52	2018-09-22 18:15:21.512740	2018-09-22 18:15:37.221903	307	15709
252.103.119.175	133.136.250.44	53858	80	6	0	0	257	1270	3118	34	2018-09-22 18:15:51.280796	2018-09-22 18:16:20.450738	883	29169
133.136.250.44	252.103.119.175	80	53858	6	0	0	2214	68599	71203	48	2018-09-22 18:15:51.281135	2018-09-22 18:16:05.246240	296	13965
252.103.120.22	133.136.250.44	55562	80	6	0	0	254	757	1201	8	2018-09-22 18:20:25.557139	2018-09-22 18:20:34.380999	1260	8823
133.136.250.44	252.103.120.22	80	55562	6	0	0	2214	3257	3485	4	2018-09-22 18:20:25.557383	2018-09-22 18:20:27.144705	528	1587
252.103.119.175	252.103.119.185	53859	139	6	0	0	244	1990	3310	24	2018-09-22 18:21:03.923163	2018-09-22 18:21:19.832463	691	15909
252.103.119.185	252.103.119.175	139	53859	6	0	0	255	1880	2984	20	2018-09-22 18:21:03.923700	2018-09-22 18:21:19.831769	837	15908
252.103.119.175	252.103.119.185	53860	139	6	0	0	220	1958	3386	26	2018-09-22 18:21:03.937716	2018-09-22 18:21:19.835207	635	15897
252.103.119.185	252.103.119.175	139	53860	6	0	0	366	2238	3450	22	2018-09-22 18:21:03.938224	2018-09-22 18:21:19.834585	756	15896
252.103.120.20	133.136.250.44	49549	80	6	0	0	254	757	1201	8	2018-09-22 18:24:13.958029	2018-09-22 18:24:22.685038	1246	8727
133.136.250.44	252.103.120.20	80	49549	6	0	0	2214	3257	3485	4	2018-09-22 18:24:13.958456	2018-09-22 18:24:15.507384	516	1548
252.103.119.185	133.136.253.74	63621	889	6	0	0	276	276	612	6	2018-09-22 18:25:42.450977	2018-09-22 18:25:42.490353	7	39
133.136.253.74	252.103.119.185	889	63621	6	0	0	240	244	526	5	2018-09-22 18:25:42.451379	2018-09-22 18:25:42.489401	9	38
252.103.120.30	133.136.253.74	54258	889	6	0	0	190	190	526	6	2018-09-22 18:26:29.709338	2018-09-22 18:26:29.732314	4	22
133.136.253.74	252.103.120.30	889	54258	6	0	0	240	242	524	5	2018-09-22 18:26:29.709782	2018-09-22 18:26:29.731415	5	21
252.103.120.48	133.136.250.44	58275	80	6	0	0	254	757	1201	8	2018-09-22 18:27:04.069417	2018-09-22 18:27:13.626847	1364	9557
133.136.250.44	252.103.120.48	80	58275	6	0	0	2214	3257	3485	4	2018-09-22 18:27:04.069819	2018-09-22 18:27:05.661781	530	1591
252.103.120.7	133.136.253.74	64453	889	6	0	0	276	276	612	6	2018-09-22 18:30:23.841535	2018-09-22 18:30:23.884970	8	43
133.136.253.74	252.103.120.7	889	64453	6	0	0	240	244	526	5	2018-09-22 18:30:23.842059	2018-09-22 18:30:23.884222	10	42
252.103.119.185	133.136.250.44	63625	80	6	0	0	254	757	1201	8	2018-09-22 18:30:40.673357	2018-09-22 18:30:49.439228	1251	8765
133.136.250.44	252.103.119.185	80	63625	6	0	0	2214	3257	3485	4	2018-09-22 18:30:40.673706	2018-09-22 18:30:42.234431	519	1560
252.103.119.175	133.136.253.74	53864	889	6	0	0	190	190	526	6	2018-09-22 18:30:53.394624	2018-09-22 18:30:53.418366	4	23
133.136.253.74	252.103.119.175	889	53864	6	0	0	240	242	524	5	2018-09-22 18:30:53.395116	2018-09-22 18:30:53.417759	5	22
252.103.120.30	133.136.250.44	54259	80	6	0	0	254	757	1201	8	2018-09-22 18:31:27.834106	2018-09-22 18:31:36.610895	1253	8776
133.136.250.44	252.103.120.30	80	54259	6	0	0	2214	3257	3485	4	2018-09-22 18:31:27.834305	2018-09-22 18:31:29.437923	534	1603
252.103.119.175	252.103.119.185	53868	139	6	0	0	244	1990	3310	24	2018-09-22 18:33:03.959734	2018-09-22 18:33:19.837687	690	15877
252.103.119.185	252.103.119.175	139	53868	6	0	0	255	1880	2984	20	2018-09-22 18:33:03.960304	2018-09-22 18:33:19.836956	835	15876
252.103.119.175	252.103.119.185	53869	139	6	0	0	220	1958	3386	26	2018-09-22 18:33:03.974643	2018-09-22 18:33:19.840532	634	15865
252.103.119.185	252.103.119.175	139	53869	6	0	0	366	2238	3450	22	2018-09-22 18:33:03.975184	2018-09-22 18:33:19.839896	755	15864
252.103.120.7	133.136.250.44	64457	80	6	0	0	254	757	1201	8	2018-09-22 18:35:22.380079	2018-09-22 18:35:37.321608	2133	14941
133.136.250.44	252.103.120.7	80	64457	6	0	0	2214	3257	3485	4	2018-09-22 18:35:22.381254	2018-09-22 18:35:25.528100	1048	3146
252.103.120.22	133.136.253.74	55566	889	6	0	0	276	276	612	6	2018-09-22 18:35:27.635879	2018-09-22 18:35:27.659065	4	23
133.136.253.74	252.103.120.22	889	55566	6	0	0	240	244	526	5	2018-09-22 18:35:27.636312	2018-09-22 18:35:27.658058	5	21
252.103.119.175	133.136.250.44	53870	80	6	0	0	254	757	1201	8	2018-09-22 18:35:52.114816	2018-09-22 18:36:00.859087	1248	8744
133.136.250.44	252.103.119.175	80	53870	6	0	0	2214	3257	3485	4	2018-09-22 18:35:52.115158	2018-09-22 18:35:53.685455	523	1570
252.103.120.20	133.136.253.74	49628	889	6	0	0	190	190	526	6	2018-09-22 18:39:14.092566	2018-09-22 18:39:14.131832	7	39
133.136.253.74	252.103.120.20	889	49628	6	0	0	240	242	524	5	2018-09-22 18:39:14.093067	2018-09-22 18:39:14.131220	9	38
252.103.120.22	133.136.250.44	55570	80	6	0	0	254	757	1201	8	2018-09-22 18:40:24.719021	2018-09-22 18:40:32.205976	1069	7486
133.136.250.44	252.103.120.22	80	55570	6	0	0	2214	3257	3485	4	2018-09-22 18:40:24.719254	2018-09-22 18:40:26.353656	544	1634
252.103.120.48	133.136.253.74	58279	889	6	0	0	190	190	526	6	2018-09-22 18:42:06.476511	2018-09-22 18:42:06.515116	7	38
133.136.253.74	252.103.120.48	889	58279	6	0	0	240	242	524	5	2018-09-22 18:42:06.476827	2018-09-22 18:42:06.514432	9	37
252.103.120.20	133.136.250.44	49654	80	6	0	0	254	757	1201	8	2018-09-22 18:44:12.853177	2018-09-22 18:44:20.280775	1060	7427
133.136.250.44	252.103.120.20	80	49654	6	0	0	2214	3257	3485	4	2018-09-22 18:44:12.853499	2018-09-22 18:44:14.436785	527	1583
252.103.119.175	252.103.119.185	53871	139	6	0	0	244	1990	3310	24	2018-09-22 18:45:03.999227	2018-09-22 18:45:19.842925	688	15843
252.103.119.185	252.103.119.175	139	53871	6	0	0	255	1880	2984	20	2018-09-22 18:45:03.999798	2018-09-22 18:45:19.842174	833	15842
252.103.119.175	252.103.119.185	53872	139	6	0	0	220	1958	3386	26	2018-09-22 18:45:04.013616	2018-09-22 18:45:19.845783	633	15832
252.103.119.185	252.103.119.175	139	53872	6	0	0	366	2238	3450	22	2018-09-22 18:45:04.014182	2018-09-22 18:45:19.845110	753	15830
252.103.120.48	133.136.250.44	58285	80	6	0	0	254	757	1201	8	2018-09-22 18:47:02.434496	2018-09-22 18:47:09.988251	1078	7553
133.136.250.44	252.103.120.48	80	58285	6	0	0	2214	3257	3485	4	2018-09-22 18:47:02.434616	2018-09-22 18:47:04.036217	533	1601
252.103.119.185	133.136.253.241	64852	53	17	0	0	35	35	77	1	2018-09-22 18:50:23.799826	2018-09-22 18:50:23.799826	0	0
133.136.253.241	252.103.119.185	53	64852	17	0	0	115	115	157	1	2018-09-22 18:50:23.800234	2018-09-22 18:50:23.800234	0	0
252.103.119.185	133.136.250.44	63627	80	6	0	0	254	757	1201	8	2018-09-22 18:50:39.833103	2018-09-22 18:50:47.275533	1062	7442
133.136.250.44	252.103.119.185	80	63627	6	0	0	2214	3257	3485	4	2018-09-22 18:50:39.833402	2018-09-22 18:50:41.428010	530	1594
252.103.120.30	133.136.250.44	54264	80	6	0	0	254	757	1201	8	2018-09-22 18:51:26.980226	2018-09-22 18:51:34.418316	1062	7438
133.136.250.44	252.103.120.30	80	54264	6	0	0	2214	3257	3485	4	2018-09-22 18:51:26.980579	2018-09-22 18:51:28.560169	526	1579
